order_id,order_date,customer_id,city,category,product,quantity,price,discount,revenue,rating
ORD1478,2025-07-24,CUST1008,Bengaluru,Books,Business Analytics,3.0,933.74,20.0,2240.98,4.0
ORD1479,2025-07-18,CUST1076,Chennai,Sports,Yoga Mat,5.0,3231.11,0.0,16155.55,5.0
ORD1480,2025-03-18,CUST1046,Delhi,Beauty,Face Wash,3.0,2482.69,15.0,6330.86,5.0
ORD1481,2025-04-07,CUST1035,Kolkata,Sports,Football,5.0,3661.78,20.0,14647.12,5.0
ORD1482,2025-08-31,CUST1009,Ahmedabad,Books,Python Basics,4.0,1498.12,0.0,5992.48,5.0
ORD1483,2025-11-29,CUST1112,Delhi,Clothing,Jeans,2.0,3850.61,20.0,6160.98,4.0
ORD1484,2025-03-24,CUST1083,Pune,Home & Kitchen,Air Fryer,3.0,1986.55,20.0,4767.72,5.0
ORD1485,2025-05-23,CUST1108,Hyderabad,Books,Python Basics,3.0,1037.42,5.0,2956.65,5.0
ORD1486,2025-08-13,CUST1035,Pune,Electronics,Wireless Earbuds,3.0,36970.95,5.0,105367.21,4.0
ORD1487,2025-10-14,CUST1099,Chennai,Home & Kitchen,Air Fryer,2.0,6411.01,15.0,10898.72,4.0
ORD1488,2025-11-08,CUST1011,Hyderabad,Sports,Yoga Mat,2.0,4903.17,15.0,8335.39,3.0
ORD1489,2025-03-04,CUST1031,Pune,Beauty,Perfume,4.0,1422.29,20.0,4551.33,5.0
ORD1490,2025-11-16,CUST1060,Kolkata,Beauty,Face Wash,5.0,2092.15,0.0,10460.75,5.0
ORD1491,2025-12-08,CUST1105,Kolkata,Clothing,T-Shirt,5.0,644.67,20.0,2578.68,4.0
ORD1492,2025-10-24,CUST1003,Pune,Sports,Football,3.0,2633.25,20.0,6319.8,5.0
ORD1493,2025-10-20,CUST1117,Mumbai,Beauty,Moisturizer,2.0,1100.84,5.0,2091.6,5.0
ORD1494,2025-11-11,CUST1040,Hyderabad,Clothing,Jeans,2.0,1127.74,0.0,2255.48,3.0
ORD1495,2025-12-03,CUST1097,Bengaluru,Beauty,Moisturizer,3.0,2915.48,0.0,8746.44,4.0
ORD1496,2025-09-28,CUST1037,Delhi,Home & Kitchen,Coffee Maker,3.0,2680.91,5.0,7640.59,5.0
ORD1497,2025-03-14,CUST1067,Mumbai,Electronics,Smartphone,3.0,8167.85,25.0,18377.66,3.0
ORD1498,2025-03-08,CUST1031,Chennai,Home & Kitchen,Coffee Maker,2.0,5952.42,20.0,9523.87,4.0
ORD1499,2025-03-19,CUST1092,Kolkata,Electronics,Wireless Earbuds,5.0,60353.33,0.0,301766.65,3.0
ORD1500,2025-03-10,CUST1119,Mumbai,Home & Kitchen,Air Fryer,4.0,3110.26,20.0,9952.83,4.0
ORD1026,2025-06-27,CUST1053,Ahmedabad,Home & Kitchen,Air Fryer,4.0,1726.58,5.0,6561.0,4.0
ORD1126,2025-04-14,CUST1047,Delhi,Books,Business Analytics,4.0,1111.28,25.0,3333.84,5.0
ORD1226,2025-11-11,CUST1042,Bengaluru,Home & Kitchen,Coffee Maker,1.0,2308.55,15.0,1962.27,4.0
